textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 29 Apr 2002,To: 29 Apr 2002,Bosnia and Herzegovina,FY 2002,18,Moslem,18,75
From: 29 Apr 2002,To: 29 Apr 2002,Iran,FY 2002,11,Bahai,5,75
From: 29 Apr 2002,To: 29 Apr 2002,Iran,FY 2002,11,Jewish,6,75
From: 29 Apr 2002,To: 29 Apr 2002,Iraq,FY 2002,13,Moslem,12,75
From: 29 Apr 2002,To: 29 Apr 2002,Iraq,FY 2002,13,Moslem Shiite,1,75
From: 29 Apr 2002,To: 29 Apr 2002,Kazakhstan,FY 2002,8,Baptist,7,75
From: 29 Apr 2002,To: 29 Apr 2002,Kazakhstan,FY 2002,8,Unknown,1,75
From: 29 Apr 2002,To: 29 Apr 2002,Liberia,FY 2002,24,Christian,24,75
From: 29 Apr 2002,To: 29 Apr 2002,Sudan,FY 2002,1,Moslem Suni,1,75

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 29 Apr 2002,To: 29 Apr 2002,Bahai,FY 2002,5,Iran,5,75
From: 29 Apr 2002,To: 29 Apr 2002,Baptist,FY 2002,7,Kazakhstan,7,75
From: 29 Apr 2002,To: 29 Apr 2002,Christian,FY 2002,24,Liberia,24,75
From: 29 Apr 2002,To: 29 Apr 2002,Jewish,FY 2002,6,Iran,6,75
From: 29 Apr 2002,To: 29 Apr 2002,Moslem,FY 2002,30,Bosnia and Herzegovina,18,75
From: 29 Apr 2002,To: 29 Apr 2002,Moslem,FY 2002,30,Iraq,12,75
From: 29 Apr 2002,To: 29 Apr 2002,Moslem Shiite,FY 2002,1,Iraq,1,75
From: 29 Apr 2002,To: 29 Apr 2002,Moslem Suni,FY 2002,1,Sudan,1,75
From: 29 Apr 2002,To: 29 Apr 2002,Unknown,FY 2002,1,Kazakhstan,1,75

