textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 21 Jun 2004,To: 21 Jun 2004,Burundi,FY 2004,1,Christian,1,102
From: 21 Jun 2004,To: 21 Jun 2004,Ethiopia,FY 2004,1,Moslem,1,102
From: 21 Jun 2004,To: 21 Jun 2004,Laos,FY 2004,24,Ancestral Worship,24,102
From: 21 Jun 2004,To: 21 Jun 2004,Russia,FY 2004,15,Baptist,9,102
From: 21 Jun 2004,To: 21 Jun 2004,Russia,FY 2004,15,No Religion,1,102
From: 21 Jun 2004,To: 21 Jun 2004,Russia,FY 2004,15,Pentecostalist,5,102
From: 21 Jun 2004,To: 21 Jun 2004,Somalia,FY 2004,33,Moslem,33,102
From: 21 Jun 2004,To: 21 Jun 2004,Sudan,FY 2004,1,Christian,1,102
From: 21 Jun 2004,To: 21 Jun 2004,Ukraine,FY 2004,27,Baptist,6,102
From: 21 Jun 2004,To: 21 Jun 2004,Ukraine,FY 2004,27,No Religion,2,102
From: 21 Jun 2004,To: 21 Jun 2004,Ukraine,FY 2004,27,Pentecostalist,19,102

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 21 Jun 2004,To: 21 Jun 2004,Ancestral Worship,FY 2004,24,Laos,24,102
From: 21 Jun 2004,To: 21 Jun 2004,Baptist,FY 2004,15,Russia,9,102
From: 21 Jun 2004,To: 21 Jun 2004,Baptist,FY 2004,15,Ukraine,6,102
From: 21 Jun 2004,To: 21 Jun 2004,Christian,FY 2004,2,Burundi,1,102
From: 21 Jun 2004,To: 21 Jun 2004,Christian,FY 2004,2,Sudan,1,102
From: 21 Jun 2004,To: 21 Jun 2004,Moslem,FY 2004,34,Ethiopia,1,102
From: 21 Jun 2004,To: 21 Jun 2004,Moslem,FY 2004,34,Somalia,33,102
From: 21 Jun 2004,To: 21 Jun 2004,No Religion,FY 2004,3,Russia,1,102
From: 21 Jun 2004,To: 21 Jun 2004,No Religion,FY 2004,3,Ukraine,2,102
From: 21 Jun 2004,To: 21 Jun 2004,Pentecostalist,FY 2004,24,Russia,5,102
From: 21 Jun 2004,To: 21 Jun 2004,Pentecostalist,FY 2004,24,Ukraine,19,102

