textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 23 Mar 2010,To: 23 Mar 2010,Bhutan,FY 2010,150,Buddhist,20,427
From: 23 Mar 2010,To: 23 Mar 2010,Bhutan,FY 2010,150,Christian,11,427
From: 23 Mar 2010,To: 23 Mar 2010,Bhutan,FY 2010,150,Hindu,111,427
From: 23 Mar 2010,To: 23 Mar 2010,Bhutan,FY 2010,150,Kirat,8,427
From: 23 Mar 2010,To: 23 Mar 2010,Burma,FY 2010,39,Buddhist,13,427
From: 23 Mar 2010,To: 23 Mar 2010,Burma,FY 2010,39,Christian,8,427
From: 23 Mar 2010,To: 23 Mar 2010,Burma,FY 2010,39,Moslem,18,427
From: 23 Mar 2010,To: 23 Mar 2010,Cameroon,FY 2010,1,Unknown,1,427
From: 23 Mar 2010,To: 23 Mar 2010,Cuba,FY 2010,68,Catholic,16,427
From: 23 Mar 2010,To: 23 Mar 2010,Cuba,FY 2010,68,Evangelical Christian,4,427
From: 23 Mar 2010,To: 23 Mar 2010,Cuba,FY 2010,68,Jehovah Witness,16,427
From: 23 Mar 2010,To: 23 Mar 2010,Cuba,FY 2010,68,No Religion,28,427
From: 23 Mar 2010,To: 23 Mar 2010,Cuba,FY 2010,68,Pentecostalist,4,427
From: 23 Mar 2010,To: 23 Mar 2010,Eritrea,FY 2010,21,Catholic,6,427
From: 23 Mar 2010,To: 23 Mar 2010,Eritrea,FY 2010,21,Orthodox,14,427
From: 23 Mar 2010,To: 23 Mar 2010,Eritrea,FY 2010,21,Pentecostalist,1,427
From: 23 Mar 2010,To: 23 Mar 2010,Iran,FY 2010,9,Baptist,1,427
From: 23 Mar 2010,To: 23 Mar 2010,Iran,FY 2010,9,Christian,8,427
From: 23 Mar 2010,To: 23 Mar 2010,Iraq,FY 2010,85,Catholic,10,427
From: 23 Mar 2010,To: 23 Mar 2010,Iraq,FY 2010,85,Christian,26,427
From: 23 Mar 2010,To: 23 Mar 2010,Iraq,FY 2010,85,Moslem Shiite,18,427
From: 23 Mar 2010,To: 23 Mar 2010,Iraq,FY 2010,85,Moslem Suni,30,427
From: 23 Mar 2010,To: 23 Mar 2010,Iraq,FY 2010,85,Other Religion,1,427
From: 23 Mar 2010,To: 23 Mar 2010,Liberia,FY 2010,26,Christian,26,427
From: 23 Mar 2010,To: 23 Mar 2010,Somalia,FY 2010,15,Moslem,15,427
From: 23 Mar 2010,To: 23 Mar 2010,Sudan,FY 2010,2,Moslem,2,427
From: 23 Mar 2010,To: 23 Mar 2010,Ukraine,FY 2010,11,Baptist,1,427
From: 23 Mar 2010,To: 23 Mar 2010,Ukraine,FY 2010,11,Pentecostalist,10,427

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 23 Mar 2010,To: 23 Mar 2010,Baptist,FY 2010,2,Iran,1,427
From: 23 Mar 2010,To: 23 Mar 2010,Baptist,FY 2010,2,Ukraine,1,427
From: 23 Mar 2010,To: 23 Mar 2010,Buddhist,FY 2010,33,Bhutan,20,427
From: 23 Mar 2010,To: 23 Mar 2010,Buddhist,FY 2010,33,Burma,13,427
From: 23 Mar 2010,To: 23 Mar 2010,Catholic,FY 2010,32,Cuba,16,427
From: 23 Mar 2010,To: 23 Mar 2010,Catholic,FY 2010,32,Eritrea,6,427
From: 23 Mar 2010,To: 23 Mar 2010,Catholic,FY 2010,32,Iraq,10,427
From: 23 Mar 2010,To: 23 Mar 2010,Christian,FY 2010,79,Bhutan,11,427
From: 23 Mar 2010,To: 23 Mar 2010,Christian,FY 2010,79,Burma,8,427
From: 23 Mar 2010,To: 23 Mar 2010,Christian,FY 2010,79,Iran,8,427
From: 23 Mar 2010,To: 23 Mar 2010,Christian,FY 2010,79,Iraq,26,427
From: 23 Mar 2010,To: 23 Mar 2010,Christian,FY 2010,79,Liberia,26,427
From: 23 Mar 2010,To: 23 Mar 2010,Evangelical Christian,FY 2010,4,Cuba,4,427
From: 23 Mar 2010,To: 23 Mar 2010,Hindu,FY 2010,111,Bhutan,111,427
From: 23 Mar 2010,To: 23 Mar 2010,Jehovah Witness,FY 2010,16,Cuba,16,427
