textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 14 Sep 2007,To: 14 Sep 2007,Burma,FY 2007,102,Buddhist,13,137
From: 14 Sep 2007,To: 14 Sep 2007,Burma,FY 2007,102,Christian,67,137
From: 14 Sep 2007,To: 14 Sep 2007,Burma,FY 2007,102,Moslem,22,137
From: 14 Sep 2007,To: 14 Sep 2007,Burundi,FY 2007,35,Methodist,17,137
From: 14 Sep 2007,To: 14 Sep 2007,Burundi,FY 2007,35,Pentecostalist,18,137

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 14 Sep 2007,To: 14 Sep 2007,Buddhist,FY 2007,13,Burma,13,137
From: 14 Sep 2007,To: 14 Sep 2007,Christian,FY 2007,67,Burma,67,137
From: 14 Sep 2007,To: 14 Sep 2007,Methodist,FY 2007,17,Burundi,17,137
From: 14 Sep 2007,To: 14 Sep 2007,Moslem,FY 2007,22,Burma,22,137
From: 14 Sep 2007,To: 14 Sep 2007,Pentecostalist,FY 2007,18,Burundi,18,137

