textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 28 Apr 2004,To: 28 Apr 2004,Afghanistan,FY 2004,26,Moslem Shiite,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Afghanistan,FY 2004,26,Moslem Suni,22,318
From: 28 Apr 2004,To: 28 Apr 2004,Angola,FY 2004,9,Catholic,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Angola,FY 2004,9,Christian,7,318
From: 28 Apr 2004,To: 28 Apr 2004,Angola,FY 2004,9,Protestant,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Azerbaijan,FY 2004,7,Christian,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Azerbaijan,FY 2004,7,Unknown,6,318
From: 28 Apr 2004,To: 28 Apr 2004,Cuba,FY 2004,23,Catholic,11,318
From: 28 Apr 2004,To: 28 Apr 2004,Cuba,FY 2004,23,Jehovah Witness,7,318
From: 28 Apr 2004,To: 28 Apr 2004,Cuba,FY 2004,23,No Religion,5,318
From: 28 Apr 2004,To: 28 Apr 2004,Dem. Rep. Congo,FY 2004,18,Catholic,11,318
From: 28 Apr 2004,To: 28 Apr 2004,Dem. Rep. Congo,FY 2004,18,Christian,5,318
From: 28 Apr 2004,To: 28 Apr 2004,Dem. Rep. Congo,FY 2004,18,Seventh Day Adventist,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Eritrea,FY 2004,4,Jehovah Witness,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Ethiopia,FY 2004,11,Christian,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Ethiopia,FY 2004,11,Moslem,6,318
From: 28 Apr 2004,To: 28 Apr 2004,Ethiopia,FY 2004,11,Orthodox,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Ethiopia,FY 2004,11,Protestant,2,318
From: 28 Apr 2004,To: 28 Apr 2004,India,FY 2004,1,Moslem Suni,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Liberia,FY 2004,96,Baptist,11,318
From: 28 Apr 2004,To: 28 Apr 2004,Liberia,FY 2004,96,Catholic,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Liberia,FY 2004,96,Christian,49,318
From: 28 Apr 2004,To: 28 Apr 2004,Liberia,FY 2004,96,Jehovah Witness,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Liberia,FY 2004,96,Methodist,5,318
From: 28 Apr 2004,To: 28 Apr 2004,Liberia,FY 2004,96,Moslem,16,318
From: 28 Apr 2004,To: 28 Apr 2004,Liberia,FY 2004,96,Pentecostalist,11,318
From: 28 Apr 2004,To: 28 Apr 2004,Moldova,FY 2004,4,Pentecostalist,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Russia,FY 2004,9,Baptist,6,318
From: 28 Apr 2004,To: 28 Apr 2004,Russia,FY 2004,9,Jewish,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Russia,FY 2004,9,No Religion,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Rwanda,FY 2004,6,Catholic,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Rwanda,FY 2004,6,Christian,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Rwanda,FY 2004,6,Seventh Day Adventist,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Sierra Leone,FY 2004,9,Moslem,7,318
From: 28 Apr 2004,To: 28 Apr 2004,Sierra Leone,FY 2004,9,Protestant,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Somalia,FY 2004,58,Moslem,58,318
From: 28 Apr 2004,To: 28 Apr 2004,Sudan,FY 2004,29,Catholic,26,318
From: 28 Apr 2004,To: 28 Apr 2004,Sudan,FY 2004,29,Christian,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Sudan,FY 2004,29,Moslem,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Turkmenistan,FY 2004,4,Baptist,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Ukraine,FY 2004,4,Baptist,4,318

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 28 Apr 2004,To: 28 Apr 2004,Baptist,FY 2004,25,Liberia,11,318
From: 28 Apr 2004,To: 28 Apr 2004,Baptist,FY 2004,25,Russia,6,318
From: 28 Apr 2004,To: 28 Apr 2004,Baptist,FY 2004,25,Turkmenistan,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Baptist,FY 2004,25,Ukraine,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Catholic,FY 2004,52,Angola,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Catholic,FY 2004,52,Cuba,11,318
From: 28 Apr 2004,To: 28 Apr 2004,Catholic,FY 2004,52,Dem. Rep. Congo,11,318
From: 28 Apr 2004,To: 28 Apr 2004,Catholic,FY 2004,52,Liberia,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Catholic,FY 2004,52,Rwanda,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Catholic,FY 2004,52,Sudan,26,318
From: 28 Apr 2004,To: 28 Apr 2004,Christian,FY 2004,69,Angola,7,318
From: 28 Apr 2004,To: 28 Apr 2004,Christian,FY 2004,69,Azerbaijan,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Christian,FY 2004,69,Dem. Rep. Congo,5,318
From: 28 Apr 2004,To: 28 Apr 2004,Christian,FY 2004,69,Ethiopia,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Christian,FY 2004,69,Liberia,49,318
From: 28 Apr 2004,To: 28 Apr 2004,Christian,FY 2004,69,Rwanda,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Christian,FY 2004,69,Sudan,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Jehovah Witness,FY 2004,13,Cuba,7,318
From: 28 Apr 2004,To: 28 Apr 2004,Jehovah Witness,FY 2004,13,Eritrea,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Jehovah Witness,FY 2004,13,Liberia,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Jewish,FY 2004,2,Russia,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Methodist,FY 2004,5,Liberia,5,318
From: 28 Apr 2004,To: 28 Apr 2004,Moslem,FY 2004,89,Ethiopia,6,318
From: 28 Apr 2004,To: 28 Apr 2004,Moslem,FY 2004,89,Liberia,16,318
From: 28 Apr 2004,To: 28 Apr 2004,Moslem,FY 2004,89,Sierra Leone,7,318
From: 28 Apr 2004,To: 28 Apr 2004,Moslem,FY 2004,89,Somalia,58,318
From: 28 Apr 2004,To: 28 Apr 2004,Moslem,FY 2004,89,Sudan,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Moslem Shiite,FY 2004,4,Afghanistan,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Moslem Suni,FY 2004,23,Afghanistan,22,318
From: 28 Apr 2004,To: 28 Apr 2004,Moslem Suni,FY 2004,23,India,1,318
From: 28 Apr 2004,To: 28 Apr 2004,No Religion,FY 2004,6,Cuba,5,318
From: 28 Apr 2004,To: 28 Apr 2004,No Religion,FY 2004,6,Russia,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Orthodox,FY 2004,1,Ethiopia,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Pentecostalist,FY 2004,15,Liberia,11,318
From: 28 Apr 2004,To: 28 Apr 2004,Pentecostalist,FY 2004,15,Moldova,4,318
From: 28 Apr 2004,To: 28 Apr 2004,Protestant,FY 2004,5,Angola,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Protestant,FY 2004,5,Ethiopia,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Protestant,FY 2004,5,Sierra Leone,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Seventh Day Adventist,FY 2004,3,Dem. Rep. Congo,2,318
From: 28 Apr 2004,To: 28 Apr 2004,Seventh Day Adventist,FY 2004,3,Rwanda,1,318
From: 28 Apr 2004,To: 28 Apr 2004,Unknown,FY 2004,6,Azerbaijan,6,318

