textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 03 Sep 2004,To: 03 Sep 2004,Ethiopia,FY 2004,2,Moslem,2,221
From: 03 Sep 2004,To: 03 Sep 2004,Laos,FY 2004,124,Ancestral Worship,122,221
From: 03 Sep 2004,To: 03 Sep 2004,Laos,FY 2004,124,Christian,2,221
From: 03 Sep 2004,To: 03 Sep 2004,Somalia,FY 2004,95,Moslem,95,221

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 03 Sep 2004,To: 03 Sep 2004,Ancestral Worship,FY 2004,122,Laos,122,221
From: 03 Sep 2004,To: 03 Sep 2004,Christian,FY 2004,2,Laos,2,221
From: 03 Sep 2004,To: 03 Sep 2004,Moslem,FY 2004,97,Ethiopia,2,221
From: 03 Sep 2004,To: 03 Sep 2004,Moslem,FY 2004,97,Somalia,95,221

