textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 17 Feb 2006,To: 17 Feb 2006,Iran,FY 2006,35,Bahai,34,99
From: 17 Feb 2006,To: 17 Feb 2006,Iran,FY 2006,35,Moslem,1,99
From: 17 Feb 2006,To: 17 Feb 2006,Russia,FY 2006,29,Moslem,29,99
From: 17 Feb 2006,To: 17 Feb 2006,Sudan,FY 2006,35,Christian,35,99

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 17 Feb 2006,To: 17 Feb 2006,Bahai,FY 2006,34,Iran,34,99
From: 17 Feb 2006,To: 17 Feb 2006,Christian,FY 2006,35,Sudan,35,99
From: 17 Feb 2006,To: 17 Feb 2006,Moslem,FY 2006,30,Iran,1,99
From: 17 Feb 2006,To: 17 Feb 2006,Moslem,FY 2006,30,Russia,29,99

