textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 26 Jul 2006,To: 26 Jul 2006,Afghanistan,FY 2006,19,Moslem,6,343
From: 26 Jul 2006,To: 26 Jul 2006,Afghanistan,FY 2006,19,Moslem Shiite,6,343
From: 26 Jul 2006,To: 26 Jul 2006,Afghanistan,FY 2006,19,Moslem Suni,7,343
From: 26 Jul 2006,To: 26 Jul 2006,Azerbaijan,FY 2006,4,Jewish,4,343
From: 26 Jul 2006,To: 26 Jul 2006,Belarus,FY 2006,21,Jewish,2,343
From: 26 Jul 2006,To: 26 Jul 2006,Belarus,FY 2006,21,Pentecostalist,19,343
From: 26 Jul 2006,To: 26 Jul 2006,China,FY 2006,1,Unknown,1,343
From: 26 Jul 2006,To: 26 Jul 2006,Dem. Rep. Congo,FY 2006,13,Protestant,13,343
From: 26 Jul 2006,To: 26 Jul 2006,Eritrea,FY 2006,25,Catholic,1,343
From: 26 Jul 2006,To: 26 Jul 2006,Eritrea,FY 2006,25,Moslem,6,343
From: 26 Jul 2006,To: 26 Jul 2006,Eritrea,FY 2006,25,Orthodox,17,343
From: 26 Jul 2006,To: 26 Jul 2006,Eritrea,FY 2006,25,Pentecostalist,1,343
From: 26 Jul 2006,To: 26 Jul 2006,Ethiopia,FY 2006,6,Moslem,2,343
From: 26 Jul 2006,To: 26 Jul 2006,Ethiopia,FY 2006,6,Orthodox,4,343
From: 26 Jul 2006,To: 26 Jul 2006,Iran,FY 2006,50,Bahai,2,343
From: 26 Jul 2006,To: 26 Jul 2006,Iran,FY 2006,50,Christian,34,343
From: 26 Jul 2006,To: 26 Jul 2006,Iran,FY 2006,50,Jewish,4,343
From: 26 Jul 2006,To: 26 Jul 2006,Iran,FY 2006,50,Sabeans-Mandean,4,343
From: 26 Jul 2006,To: 26 Jul 2006,Iran,FY 2006,50,Zoroastrian,6,343
From: 26 Jul 2006,To: 26 Jul 2006,Laos,FY 2006,13,Ancestral Worship,13,343
