textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 16 Dec 2002,To: 16 Dec 2002,Afghanistan,FY 2003,13,Moslem,12,89
From: 16 Dec 2002,To: 16 Dec 2002,Afghanistan,FY 2003,13,Moslem Suni,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Azerbaijan,FY 2003,1,Jewish,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Belarus,FY 2003,7,Pentecostalist,7,89
From: 16 Dec 2002,To: 16 Dec 2002,Bosnia and Herzegovina,FY 2003,7,Moslem,7,89
From: 16 Dec 2002,To: 16 Dec 2002,Georgia,FY 2003,1,Jewish,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Iraq,FY 2003,6,Moslem,6,89
From: 16 Dec 2002,To: 16 Dec 2002,Moldova,FY 2003,16,Baptist,16,89
From: 16 Dec 2002,To: 16 Dec 2002,Russia,FY 2003,6,Jewish,4,89
From: 16 Dec 2002,To: 16 Dec 2002,Russia,FY 2003,6,Unknown,2,89
From: 16 Dec 2002,To: 16 Dec 2002,Serbia,FY 2003,18,Moslem,18,89
From: 16 Dec 2002,To: 16 Dec 2002,Somalia,FY 2003,1,Moslem,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Syria,FY 2003,1,Moslem,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Uzbekistan,FY 2003,12,Jewish,12,89

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 16 Dec 2002,To: 16 Dec 2002,Baptist,FY 2003,16,Moldova,16,89
From: 16 Dec 2002,To: 16 Dec 2002,Jewish,FY 2003,18,Azerbaijan,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Jewish,FY 2003,18,Georgia,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Jewish,FY 2003,18,Russia,4,89
From: 16 Dec 2002,To: 16 Dec 2002,Jewish,FY 2003,18,Uzbekistan,12,89
From: 16 Dec 2002,To: 16 Dec 2002,Moslem,FY 2003,45,Afghanistan,12,89
From: 16 Dec 2002,To: 16 Dec 2002,Moslem,FY 2003,45,Bosnia and Herzegovina,7,89
From: 16 Dec 2002,To: 16 Dec 2002,Moslem,FY 2003,45,Iraq,6,89
From: 16 Dec 2002,To: 16 Dec 2002,Moslem,FY 2003,45,Serbia,18,89
From: 16 Dec 2002,To: 16 Dec 2002,Moslem,FY 2003,45,Somalia,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Moslem,FY 2003,45,Syria,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Moslem Suni,FY 2003,1,Afghanistan,1,89
From: 16 Dec 2002,To: 16 Dec 2002,Pentecostalist,FY 2003,7,Belarus,7,89
From: 16 Dec 2002,To: 16 Dec 2002,Unknown,FY 2003,2,Russia,2,89

