textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 24 Jun 2002,To: 24 Jun 2002,Bosnia and Herzegovina,FY 2002,52,Moslem,45,223
From: 24 Jun 2002,To: 24 Jun 2002,Bosnia and Herzegovina,FY 2002,52,No Religion,7,223
From: 24 Jun 2002,To: 24 Jun 2002,Iraq,FY 2002,15,Moslem,15,223
From: 24 Jun 2002,To: 24 Jun 2002,Moldova,FY 2002,49,Baptist,42,223
From: 24 Jun 2002,To: 24 Jun 2002,Moldova,FY 2002,49,Pentecostalist,7,223
From: 24 Jun 2002,To: 24 Jun 2002,Serbia,FY 2002,41,No Religion,9,223
From: 24 Jun 2002,To: 24 Jun 2002,Serbia,FY 2002,41,Orthodox,32,223
From: 24 Jun 2002,To: 24 Jun 2002,Sudan,FY 2002,27,Catholic,16,223
From: 24 Jun 2002,To: 24 Jun 2002,Sudan,FY 2002,27,Moslem,6,223
From: 24 Jun 2002,To: 24 Jun 2002,Sudan,FY 2002,27,Protestant,5,223
From: 24 Jun 2002,To: 24 Jun 2002,Vietnam,FY 2002,39,Protestant,39,223

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 24 Jun 2002,To: 24 Jun 2002,Baptist,FY 2002,42,Moldova,42,223
From: 24 Jun 2002,To: 24 Jun 2002,Catholic,FY 2002,16,Sudan,16,223
From: 24 Jun 2002,To: 24 Jun 2002,Moslem,FY 2002,66,Bosnia and Herzegovina,45,223
From: 24 Jun 2002,To: 24 Jun 2002,Moslem,FY 2002,66,Iraq,15,223
From: 24 Jun 2002,To: 24 Jun 2002,Moslem,FY 2002,66,Sudan,6,223
From: 24 Jun 2002,To: 24 Jun 2002,No Religion,FY 2002,16,Bosnia and Herzegovina,7,223
From: 24 Jun 2002,To: 24 Jun 2002,No Religion,FY 2002,16,Serbia,9,223
From: 24 Jun 2002,To: 24 Jun 2002,Orthodox,FY 2002,32,Serbia,32,223
From: 24 Jun 2002,To: 24 Jun 2002,Pentecostalist,FY 2002,7,Moldova,7,223
From: 24 Jun 2002,To: 24 Jun 2002,Protestant,FY 2002,44,Sudan,5,223
From: 24 Jun 2002,To: 24 Jun 2002,Protestant,FY 2002,44,Vietnam,39,223

