textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 05 Feb 2007,To: 05 Feb 2007,Burundi,FY 2007,7,Catholic,2,130
From: 05 Feb 2007,To: 05 Feb 2007,Burundi,FY 2007,7,Lutheran,5,130
From: 05 Feb 2007,To: 05 Feb 2007,Iran,FY 2007,39,Bahai,2,130
From: 05 Feb 2007,To: 05 Feb 2007,Iran,FY 2007,39,Christian,20,130
From: 05 Feb 2007,To: 05 Feb 2007,Iran,FY 2007,39,Jewish,6,130
From: 05 Feb 2007,To: 05 Feb 2007,Iran,FY 2007,39,Sabeans-Mandean,10,130
From: 05 Feb 2007,To: 05 Feb 2007,Iran,FY 2007,39,Zoroastrian,1,130
From: 05 Feb 2007,To: 05 Feb 2007,Moldova,FY 2007,33,Baptist,32,130
From: 05 Feb 2007,To: 05 Feb 2007,Moldova,FY 2007,33,Pentecostalist,1,130
From: 05 Feb 2007,To: 05 Feb 2007,Russia,FY 2007,29,Moslem,29,130
From: 05 Feb 2007,To: 05 Feb 2007,Somalia,FY 2007,22,Moslem,22,130

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 05 Feb 2007,To: 05 Feb 2007,Bahai,FY 2007,2,Iran,2,130
From: 05 Feb 2007,To: 05 Feb 2007,Baptist,FY 2007,32,Moldova,32,130
From: 05 Feb 2007,To: 05 Feb 2007,Catholic,FY 2007,2,Burundi,2,130
From: 05 Feb 2007,To: 05 Feb 2007,Christian,FY 2007,20,Iran,20,130
From: 05 Feb 2007,To: 05 Feb 2007,Jewish,FY 2007,6,Iran,6,130
From: 05 Feb 2007,To: 05 Feb 2007,Lutheran,FY 2007,5,Burundi,5,130
From: 05 Feb 2007,To: 05 Feb 2007,Moslem,FY 2007,51,Russia,29,130
From: 05 Feb 2007,To: 05 Feb 2007,Moslem,FY 2007,51,Somalia,22,130
From: 05 Feb 2007,To: 05 Feb 2007,Pentecostalist,FY 2007,1,Moldova,1,130
From: 05 Feb 2007,To: 05 Feb 2007,Sabeans-Mandean,FY 2007,10,Iran,10,130
From: 05 Feb 2007,To: 05 Feb 2007,Zoroastrian,FY 2007,1,Iran,1,130

