textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 29 Sep 2006,To: 29 Sep 2006,Belarus,FY 2006,6,Baptist,6,174
From: 29 Sep 2006,To: 29 Sep 2006,Burma,FY 2006,31,Christian,31,174
From: 29 Sep 2006,To: 29 Sep 2006,Iraq,FY 2006,1,Moslem,1,174
From: 29 Sep 2006,To: 29 Sep 2006,Russia,FY 2006,35,Moslem,35,174
From: 29 Sep 2006,To: 29 Sep 2006,Somalia,FY 2006,4,Moslem,4,174
From: 29 Sep 2006,To: 29 Sep 2006,Sudan,FY 2006,4,Christian,4,174
From: 29 Sep 2006,To: 29 Sep 2006,Ukraine,FY 2006,59,Baptist,14,174
From: 29 Sep 2006,To: 29 Sep 2006,Ukraine,FY 2006,59,Jewish,2,174
From: 29 Sep 2006,To: 29 Sep 2006,Ukraine,FY 2006,59,Pentecostalist,40,174
From: 29 Sep 2006,To: 29 Sep 2006,Ukraine,FY 2006,59,Seventh Day Adventist,3,174
From: 29 Sep 2006,To: 29 Sep 2006,Vietnam,FY 2006,34,Ancestral Worship,10,174
From: 29 Sep 2006,To: 29 Sep 2006,Vietnam,FY 2006,34,Buddhist,7,174
From: 29 Sep 2006,To: 29 Sep 2006,Vietnam,FY 2006,34,Catholic,7,174
From: 29 Sep 2006,To: 29 Sep 2006,Vietnam,FY 2006,34,Hoa Hao,4,174
From: 29 Sep 2006,To: 29 Sep 2006,Vietnam,FY 2006,34,No Religion,5,174
From: 29 Sep 2006,To: 29 Sep 2006,Vietnam,FY 2006,34,Unknown,1,174

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 29 Sep 2006,To: 29 Sep 2006,Ancestral Worship,FY 2006,10,Vietnam,10,174
From: 29 Sep 2006,To: 29 Sep 2006,Baptist,FY 2006,20,Belarus,6,174
From: 29 Sep 2006,To: 29 Sep 2006,Baptist,FY 2006,20,Ukraine,14,174
From: 29 Sep 2006,To: 29 Sep 2006,Buddhist,FY 2006,7,Vietnam,7,174
From: 29 Sep 2006,To: 29 Sep 2006,Catholic,FY 2006,7,Vietnam,7,174
From: 29 Sep 2006,To: 29 Sep 2006,Christian,FY 2006,35,Burma,31,174
From: 29 Sep 2006,To: 29 Sep 2006,Christian,FY 2006,35,Sudan,4,174
From: 29 Sep 2006,To: 29 Sep 2006,Hoa Hao,FY 2006,4,Vietnam,4,174
From: 29 Sep 2006,To: 29 Sep 2006,Jewish,FY 2006,2,Ukraine,2,174
From: 29 Sep 2006,To: 29 Sep 2006,Moslem,FY 2006,40,Iraq,1,174
From: 29 Sep 2006,To: 29 Sep 2006,Moslem,FY 2006,40,Russia,35,174
From: 29 Sep 2006,To: 29 Sep 2006,Moslem,FY 2006,40,Somalia,4,174
From: 29 Sep 2006,To: 29 Sep 2006,No Religion,FY 2006,5,Vietnam,5,174
From: 29 Sep 2006,To: 29 Sep 2006,Pentecostalist,FY 2006,40,Ukraine,40,174
From: 29 Sep 2006,To: 29 Sep 2006,Seventh Day Adventist,FY 2006,3,Ukraine,3,174
From: 29 Sep 2006,To: 29 Sep 2006,Unknown,FY 2006,1,Vietnam,1,174

