textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 19 Aug 2002,To: 19 Aug 2002,Bosnia and Herzegovina,FY 2002,11,No Religion,11,196
From: 19 Aug 2002,To: 19 Aug 2002,Croatia,FY 2002,5,No Religion,5,196
From: 19 Aug 2002,To: 19 Aug 2002,Ethiopia,FY 2002,3,Orthodox,3,196
From: 19 Aug 2002,To: 19 Aug 2002,Iran,FY 2002,25,Christian,9,196
From: 19 Aug 2002,To: 19 Aug 2002,Iran,FY 2002,25,Jewish,15,196
From: 19 Aug 2002,To: 19 Aug 2002,Iran,FY 2002,25,Zoroastrian,1,196
From: 19 Aug 2002,To: 19 Aug 2002,Serbia,FY 2002,83,No Religion,13,196
From: 19 Aug 2002,To: 19 Aug 2002,Serbia,FY 2002,83,Orthodox,70,196
From: 19 Aug 2002,To: 19 Aug 2002,Somalia,FY 2002,5,Moslem,5,196
From: 19 Aug 2002,To: 19 Aug 2002,Sudan,FY 2002,36,Catholic,17,196
From: 19 Aug 2002,To: 19 Aug 2002,Sudan,FY 2002,36,Christian,7,196
From: 19 Aug 2002,To: 19 Aug 2002,Sudan,FY 2002,36,Moslem,7,196
From: 19 Aug 2002,To: 19 Aug 2002,Sudan,FY 2002,36,Protestant,5,196
From: 19 Aug 2002,To: 19 Aug 2002,Vietnam,FY 2002,28,Unknown,28,196

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 19 Aug 2002,To: 19 Aug 2002,Catholic,FY 2002,17,Sudan,17,196
From: 19 Aug 2002,To: 19 Aug 2002,Christian,FY 2002,16,Iran,9,196
From: 19 Aug 2002,To: 19 Aug 2002,Christian,FY 2002,16,Sudan,7,196
From: 19 Aug 2002,To: 19 Aug 2002,Jewish,FY 2002,15,Iran,15,196
From: 19 Aug 2002,To: 19 Aug 2002,Moslem,FY 2002,12,Somalia,5,196
From: 19 Aug 2002,To: 19 Aug 2002,Moslem,FY 2002,12,Sudan,7,196
From: 19 Aug 2002,To: 19 Aug 2002,No Religion,FY 2002,29,Bosnia and Herzegovina,11,196
From: 19 Aug 2002,To: 19 Aug 2002,No Religion,FY 2002,29,Croatia,5,196
From: 19 Aug 2002,To: 19 Aug 2002,No Religion,FY 2002,29,Serbia,13,196
From: 19 Aug 2002,To: 19 Aug 2002,Orthodox,FY 2002,73,Ethiopia,3,196
From: 19 Aug 2002,To: 19 Aug 2002,Orthodox,FY 2002,73,Serbia,70,196
From: 19 Aug 2002,To: 19 Aug 2002,Protestant,FY 2002,5,Sudan,5,196
From: 19 Aug 2002,To: 19 Aug 2002,Unknown,FY 2002,28,Vietnam,28,196
From: 19 Aug 2002,To: 19 Aug 2002,Zoroastrian,FY 2002,1,Iran,1,196

