textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 30 Jul 2007,To: 30 Jul 2007,Afghanistan,FY 2007,13,Moslem Suni,13,140
From: 30 Jul 2007,To: 30 Jul 2007,Burundi,FY 2007,49,Catholic,7,140
From: 30 Jul 2007,To: 30 Jul 2007,Burundi,FY 2007,49,Pentecostalist,36,140
From: 30 Jul 2007,To: 30 Jul 2007,Burundi,FY 2007,49,Protestant,6,140
From: 30 Jul 2007,To: 30 Jul 2007,Iran,FY 2007,48,Bahai,22,140
From: 30 Jul 2007,To: 30 Jul 2007,Iran,FY 2007,48,Christian,10,140
From: 30 Jul 2007,To: 30 Jul 2007,Iran,FY 2007,48,Jewish,8,140
From: 30 Jul 2007,To: 30 Jul 2007,Iran,FY 2007,48,Sabeans-Mandean,5,140
From: 30 Jul 2007,To: 30 Jul 2007,Iran,FY 2007,48,Zoroastrian,3,140
From: 30 Jul 2007,To: 30 Jul 2007,Iraq,FY 2007,18,Catholic,9,140
From: 30 Jul 2007,To: 30 Jul 2007,Iraq,FY 2007,18,Christian,9,140
From: 30 Jul 2007,To: 30 Jul 2007,Russia,FY 2007,12,Baptist,6,140
From: 30 Jul 2007,To: 30 Jul 2007,Russia,FY 2007,12,Jewish,2,140
From: 30 Jul 2007,To: 30 Jul 2007,Russia,FY 2007,12,No Religion,4,140

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 30 Jul 2007,To: 30 Jul 2007,Bahai,FY 2007,22,Iran,22,140
From: 30 Jul 2007,To: 30 Jul 2007,Baptist,FY 2007,6,Russia,6,140
From: 30 Jul 2007,To: 30 Jul 2007,Catholic,FY 2007,16,Burundi,7,140
From: 30 Jul 2007,To: 30 Jul 2007,Catholic,FY 2007,16,Iraq,9,140
From: 30 Jul 2007,To: 30 Jul 2007,Christian,FY 2007,19,Iran,10,140
From: 30 Jul 2007,To: 30 Jul 2007,Christian,FY 2007,19,Iraq,9,140
From: 30 Jul 2007,To: 30 Jul 2007,Jewish,FY 2007,10,Iran,8,140
From: 30 Jul 2007,To: 30 Jul 2007,Jewish,FY 2007,10,Russia,2,140
From: 30 Jul 2007,To: 30 Jul 2007,Moslem Suni,FY 2007,13,Afghanistan,13,140
From: 30 Jul 2007,To: 30 Jul 2007,No Religion,FY 2007,4,Russia,4,140
From: 30 Jul 2007,To: 30 Jul 2007,Pentecostalist,FY 2007,36,Burundi,36,140
From: 30 Jul 2007,To: 30 Jul 2007,Protestant,FY 2007,6,Burundi,6,140
From: 30 Jul 2007,To: 30 Jul 2007,Sabeans-Mandean,FY 2007,5,Iran,5,140
From: 30 Jul 2007,To: 30 Jul 2007,Zoroastrian,FY 2007,3,Iran,3,140

