textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 18 Mar 2011,To: 18 Mar 2011,Burma,FY 2011,13,Buddhist,6,14
From: 18 Mar 2011,To: 18 Mar 2011,Burma,FY 2011,13,Christian,3,14
From: 18 Mar 2011,To: 18 Mar 2011,Burma,FY 2011,13,Moslem,4,14
From: 18 Mar 2011,To: 18 Mar 2011,Lebanon,FY 2011,1,Moslem Suni,1,14

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 18 Mar 2011,To: 18 Mar 2011,Buddhist,FY 2011,6,Burma,6,14
From: 18 Mar 2011,To: 18 Mar 2011,Christian,FY 2011,3,Burma,3,14
From: 18 Mar 2011,To: 18 Mar 2011,Moslem,FY 2011,4,Burma,4,14
From: 18 Mar 2011,To: 18 Mar 2011,Moslem Suni,FY 2011,1,Lebanon,1,14

