textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 21 Nov 2016,To: 21 Nov 2016,Afghanistan,FY 2017,5,Moslem Suni,5,297
From: 21 Nov 2016,To: 21 Nov 2016,Burundi,FY 2017,3,Christian,3,297
From: 21 Nov 2016,To: 21 Nov 2016,Dem. Rep. Congo,FY 2017,21,Christian,4,297
From: 21 Nov 2016,To: 21 Nov 2016,Dem. Rep. Congo,FY 2017,21,Pentecostalist,13,297
From: 21 Nov 2016,To: 21 Nov 2016,Dem. Rep. Congo,FY 2017,21,Protestant,4,297
From: 21 Nov 2016,To: 21 Nov 2016,El Salvador,FY 2017,13,Catholic,5,297
From: 21 Nov 2016,To: 21 Nov 2016,El Salvador,FY 2017,13,Christian,1,297
From: 21 Nov 2016,To: 21 Nov 2016,El Salvador,FY 2017,13,Evangelical Christian,5,297
From: 21 Nov 2016,To: 21 Nov 2016,El Salvador,FY 2017,13,No Religion,2,297
From: 21 Nov 2016,To: 21 Nov 2016,Eritrea,FY 2017,21,Moslem,1,297
From: 21 Nov 2016,To: 21 Nov 2016,Eritrea,FY 2017,21,Orthodox,20,297
From: 21 Nov 2016,To: 21 Nov 2016,Ethiopia,FY 2017,30,Baptist,1,297
From: 21 Nov 2016,To: 21 Nov 2016,Ethiopia,FY 2017,30,Christian,5,297
From: 21 Nov 2016,To: 21 Nov 2016,Ethiopia,FY 2017,30,Moslem,24,297
From: 21 Nov 2016,To: 21 Nov 2016,Iran,FY 2017,22,Bahai,5,297
From: 21 Nov 2016,To: 21 Nov 2016,Iran,FY 2017,22,Christian,2,297
From: 21 Nov 2016,To: 21 Nov 2016,Iran,FY 2017,22,Kaaka'i,1,297
From: 21 Nov 2016,To: 21 Nov 2016,Iran,FY 2017,22,Protestant,4,297
From: 21 Nov 2016,To: 21 Nov 2016,Iran,FY 2017,22,Sabeans-Mandean,3,297
From: 21 Nov 2016,To: 21 Nov 2016,Iran,FY 2017,22,Zoroastrian,7,297
From: 21 Nov 2016,To: 21 Nov 2016,Iraq,FY 2017,59,Catholic,6,297
From: 21 Nov 2016,To: 21 Nov 2016,Iraq,FY 2017,59,Christian,5,297
From: 21 Nov 2016,To: 21 Nov 2016,Iraq,FY 2017,59,Moslem Shiite,19,297
From: 21 Nov 2016,To: 21 Nov 2016,Iraq,FY 2017,59,Moslem Suni,21,297
From: 21 Nov 2016,To: 21 Nov 2016,Iraq,FY 2017,59,Yazidi,8,297
From: 21 Nov 2016,To: 21 Nov 2016,Moldova,FY 2017,8,Jehovah Witness,3,297
From: 21 Nov 2016,To: 21 Nov 2016,Moldova,FY 2017,8,Pentecostalist,5,297
From: 21 Nov 2016,To: 21 Nov 2016,Palestine,FY 2017,6,Moslem Suni,6,297
From: 21 Nov 2016,To: 21 Nov 2016,Republic of South Sudan,FY 2017,7,Christian,7,297
From: 21 Nov 2016,To: 21 Nov 2016,Somalia,FY 2017,45,Moslem,37,297
