textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 26 Jan 2010,To: 26 Jan 2010,Afghanistan,FY 2010,17,Moslem Shiite,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Afghanistan,FY 2010,17,Moslem Suni,13,663
From: 26 Jan 2010,To: 26 Jan 2010,Afghanistan,FY 2010,17,Seventh Day Adventist,3,663
From: 26 Jan 2010,To: 26 Jan 2010,Bhutan,FY 2010,102,Buddhist,9,663
From: 26 Jan 2010,To: 26 Jan 2010,Bhutan,FY 2010,102,Christian,12,663
From: 26 Jan 2010,To: 26 Jan 2010,Bhutan,FY 2010,102,Hindu,76,663
From: 26 Jan 2010,To: 26 Jan 2010,Bhutan,FY 2010,102,Kirat,5,663
From: 26 Jan 2010,To: 26 Jan 2010,Burma,FY 2010,167,Buddhist,28,663
From: 26 Jan 2010,To: 26 Jan 2010,Burma,FY 2010,167,Catholic,12,663
From: 26 Jan 2010,To: 26 Jan 2010,Burma,FY 2010,167,Christian,116,663
From: 26 Jan 2010,To: 26 Jan 2010,Burma,FY 2010,167,Moslem,10,663
From: 26 Jan 2010,To: 26 Jan 2010,Burma,FY 2010,167,Seventh Day Adventist,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Burundi,FY 2010,2,Unknown,2,663
From: 26 Jan 2010,To: 26 Jan 2010,Cameroon,FY 2010,1,Unknown,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Dem. Rep. Congo,FY 2010,75,Catholic,9,663
From: 26 Jan 2010,To: 26 Jan 2010,Dem. Rep. Congo,FY 2010,75,Christian,8,663
From: 26 Jan 2010,To: 26 Jan 2010,Dem. Rep. Congo,FY 2010,75,Jehovah Witness,22,663
From: 26 Jan 2010,To: 26 Jan 2010,Dem. Rep. Congo,FY 2010,75,Lutheran,11,663
From: 26 Jan 2010,To: 26 Jan 2010,Dem. Rep. Congo,FY 2010,75,Moslem,11,663
From: 26 Jan 2010,To: 26 Jan 2010,Dem. Rep. Congo,FY 2010,75,Pentecostalist,6,663
From: 26 Jan 2010,To: 26 Jan 2010,Dem. Rep. Congo,FY 2010,75,Protestant,2,663
From: 26 Jan 2010,To: 26 Jan 2010,Dem. Rep. Congo,FY 2010,75,Seventh Day Adventist,6,663
From: 26 Jan 2010,To: 26 Jan 2010,Eritrea,FY 2010,30,Catholic,5,663
From: 26 Jan 2010,To: 26 Jan 2010,Eritrea,FY 2010,30,Orthodox,15,663
From: 26 Jan 2010,To: 26 Jan 2010,Eritrea,FY 2010,30,Protestant,10,663
From: 26 Jan 2010,To: 26 Jan 2010,Iran,FY 2010,63,Bahai,3,663
From: 26 Jan 2010,To: 26 Jan 2010,Iran,FY 2010,63,Christian,54,663
From: 26 Jan 2010,To: 26 Jan 2010,Iran,FY 2010,63,Moslem Suni,3,663
From: 26 Jan 2010,To: 26 Jan 2010,Iran,FY 2010,63,Zoroastrian,3,663
From: 26 Jan 2010,To: 26 Jan 2010,Iraq,FY 2010,107,Catholic,9,663
From: 26 Jan 2010,To: 26 Jan 2010,Iraq,FY 2010,107,Christian,17,663
From: 26 Jan 2010,To: 26 Jan 2010,Iraq,FY 2010,107,Moslem Shiite,40,663
From: 26 Jan 2010,To: 26 Jan 2010,Iraq,FY 2010,107,Moslem Suni,33,663
From: 26 Jan 2010,To: 26 Jan 2010,Iraq,FY 2010,107,Orthodox,8,663
From: 26 Jan 2010,To: 26 Jan 2010,Palestine,FY 2010,70,Moslem Suni,70,663
From: 26 Jan 2010,To: 26 Jan 2010,Russia,FY 2010,6,Jewish,5,663
From: 26 Jan 2010,To: 26 Jan 2010,Russia,FY 2010,6,Moslem,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Somalia,FY 2010,10,Moslem,9,663
From: 26 Jan 2010,To: 26 Jan 2010,Somalia,FY 2010,10,Moslem Suni,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Sudan,FY 2010,8,Moslem,4,663
From: 26 Jan 2010,To: 26 Jan 2010,Sudan,FY 2010,8,Moslem Suni,4,663
From: 26 Jan 2010,To: 26 Jan 2010,Uzbekistan,FY 2010,5,Atheist,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Uzbekistan,FY 2010,5,Moslem,4,663

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 26 Jan 2010,To: 26 Jan 2010,Atheist,FY 2010,1,Uzbekistan,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Bahai,FY 2010,3,Iran,3,663
From: 26 Jan 2010,To: 26 Jan 2010,Buddhist,FY 2010,37,Bhutan,9,663
From: 26 Jan 2010,To: 26 Jan 2010,Buddhist,FY 2010,37,Burma,28,663
From: 26 Jan 2010,To: 26 Jan 2010,Catholic,FY 2010,35,Burma,12,663
From: 26 Jan 2010,To: 26 Jan 2010,Catholic,FY 2010,35,Dem. Rep. Congo,9,663
From: 26 Jan 2010,To: 26 Jan 2010,Catholic,FY 2010,35,Eritrea,5,663
From: 26 Jan 2010,To: 26 Jan 2010,Catholic,FY 2010,35,Iraq,9,663
From: 26 Jan 2010,To: 26 Jan 2010,Christian,FY 2010,207,Bhutan,12,663
From: 26 Jan 2010,To: 26 Jan 2010,Christian,FY 2010,207,Burma,116,663
From: 26 Jan 2010,To: 26 Jan 2010,Christian,FY 2010,207,Dem. Rep. Congo,8,663
From: 26 Jan 2010,To: 26 Jan 2010,Christian,FY 2010,207,Iran,54,663
From: 26 Jan 2010,To: 26 Jan 2010,Christian,FY 2010,207,Iraq,17,663
From: 26 Jan 2010,To: 26 Jan 2010,Hindu,FY 2010,76,Bhutan,76,663
From: 26 Jan 2010,To: 26 Jan 2010,Jehovah Witness,FY 2010,22,Dem. Rep. Congo,22,663
From: 26 Jan 2010,To: 26 Jan 2010,Jewish,FY 2010,5,Russia,5,663
From: 26 Jan 2010,To: 26 Jan 2010,Kirat,FY 2010,5,Bhutan,5,663
From: 26 Jan 2010,To: 26 Jan 2010,Lutheran,FY 2010,11,Dem. Rep. Congo,11,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem,FY 2010,39,Burma,10,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem,FY 2010,39,Dem. Rep. Congo,11,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem,FY 2010,39,Russia,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem,FY 2010,39,Somalia,9,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem,FY 2010,39,Sudan,4,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem,FY 2010,39,Uzbekistan,4,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem Shiite,FY 2010,41,Afghanistan,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem Shiite,FY 2010,41,Iraq,40,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem Suni,FY 2010,124,Afghanistan,13,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem Suni,FY 2010,124,Iran,3,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem Suni,FY 2010,124,Iraq,33,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem Suni,FY 2010,124,Palestine,70,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem Suni,FY 2010,124,Somalia,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Moslem Suni,FY 2010,124,Sudan,4,663
From: 26 Jan 2010,To: 26 Jan 2010,Orthodox,FY 2010,23,Eritrea,15,663
From: 26 Jan 2010,To: 26 Jan 2010,Orthodox,FY 2010,23,Iraq,8,663
From: 26 Jan 2010,To: 26 Jan 2010,Pentecostalist,FY 2010,6,Dem. Rep. Congo,6,663
From: 26 Jan 2010,To: 26 Jan 2010,Protestant,FY 2010,12,Dem. Rep. Congo,2,663
From: 26 Jan 2010,To: 26 Jan 2010,Protestant,FY 2010,12,Eritrea,10,663
From: 26 Jan 2010,To: 26 Jan 2010,Seventh Day Adventist,FY 2010,10,Afghanistan,3,663
From: 26 Jan 2010,To: 26 Jan 2010,Seventh Day Adventist,FY 2010,10,Burma,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Seventh Day Adventist,FY 2010,10,Dem. Rep. Congo,6,663
From: 26 Jan 2010,To: 26 Jan 2010,Unknown,FY 2010,3,Burundi,2,663
From: 26 Jan 2010,To: 26 Jan 2010,Unknown,FY 2010,3,Cameroon,1,663
From: 26 Jan 2010,To: 26 Jan 2010,Zoroastrian,FY 2010,3,Iran,3,663

