textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 04 Jan 2011,To: 04 Jan 2011,Bhutan,FY 2011,105,Buddhist,15,106
From: 04 Jan 2011,To: 04 Jan 2011,Bhutan,FY 2011,105,Hindu,80,106
From: 04 Jan 2011,To: 04 Jan 2011,Bhutan,FY 2011,105,Kirat,10,106
From: 04 Jan 2011,To: 04 Jan 2011,Sudan,FY 2011,1,Moslem Suni,1,106

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 04 Jan 2011,To: 04 Jan 2011,Buddhist,FY 2011,15,Bhutan,15,106
From: 04 Jan 2011,To: 04 Jan 2011,Hindu,FY 2011,80,Bhutan,80,106
From: 04 Jan 2011,To: 04 Jan 2011,Kirat,FY 2011,10,Bhutan,10,106
From: 04 Jan 2011,To: 04 Jan 2011,Moslem Suni,FY 2011,1,Sudan,1,106

