textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 29 Jun 2005,To: 29 Jun 2005,Laos,FY 2005,93,Ancestral Worship,84,256
From: 29 Jun 2005,To: 29 Jun 2005,Laos,FY 2005,93,Christian,9,256
From: 29 Jun 2005,To: 29 Jun 2005,Liberia,FY 2005,35,Baptist,11,256
From: 29 Jun 2005,To: 29 Jun 2005,Liberia,FY 2005,35,Christian,17,256
From: 29 Jun 2005,To: 29 Jun 2005,Liberia,FY 2005,35,Moslem,6,256
From: 29 Jun 2005,To: 29 Jun 2005,Liberia,FY 2005,35,Protestant,1,256
From: 29 Jun 2005,To: 29 Jun 2005,Russia,FY 2005,35,Moslem,35,256
From: 29 Jun 2005,To: 29 Jun 2005,Somalia,FY 2005,44,Moslem,44,256
From: 29 Jun 2005,To: 29 Jun 2005,Sudan,FY 2005,22,Catholic,10,256
From: 29 Jun 2005,To: 29 Jun 2005,Sudan,FY 2005,22,Moslem,5,256
From: 29 Jun 2005,To: 29 Jun 2005,Sudan,FY 2005,22,Protestant,7,256
From: 29 Jun 2005,To: 29 Jun 2005,Vietnam,FY 2005,27,Buddhist,7,256
From: 29 Jun 2005,To: 29 Jun 2005,Vietnam,FY 2005,27,Catholic,2,256
From: 29 Jun 2005,To: 29 Jun 2005,Vietnam,FY 2005,27,No Religion,11,256
From: 29 Jun 2005,To: 29 Jun 2005,Vietnam,FY 2005,27,Unknown,7,256

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 29 Jun 2005,To: 29 Jun 2005,Ancestral Worship,FY 2005,84,Laos,84,256
From: 29 Jun 2005,To: 29 Jun 2005,Baptist,FY 2005,11,Liberia,11,256
From: 29 Jun 2005,To: 29 Jun 2005,Buddhist,FY 2005,7,Vietnam,7,256
From: 29 Jun 2005,To: 29 Jun 2005,Catholic,FY 2005,12,Sudan,10,256
From: 29 Jun 2005,To: 29 Jun 2005,Catholic,FY 2005,12,Vietnam,2,256
From: 29 Jun 2005,To: 29 Jun 2005,Christian,FY 2005,26,Laos,9,256
From: 29 Jun 2005,To: 29 Jun 2005,Christian,FY 2005,26,Liberia,17,256
From: 29 Jun 2005,To: 29 Jun 2005,Moslem,FY 2005,90,Liberia,6,256
From: 29 Jun 2005,To: 29 Jun 2005,Moslem,FY 2005,90,Russia,35,256
From: 29 Jun 2005,To: 29 Jun 2005,Moslem,FY 2005,90,Somalia,44,256
From: 29 Jun 2005,To: 29 Jun 2005,Moslem,FY 2005,90,Sudan,5,256
From: 29 Jun 2005,To: 29 Jun 2005,No Religion,FY 2005,11,Vietnam,11,256
From: 29 Jun 2005,To: 29 Jun 2005,Protestant,FY 2005,8,Liberia,1,256
From: 29 Jun 2005,To: 29 Jun 2005,Protestant,FY 2005,8,Sudan,7,256
From: 29 Jun 2005,To: 29 Jun 2005,Unknown,FY 2005,7,Vietnam,7,256

