textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 18 Jan 2005,To: 18 Jan 2005,Azerbaijan,FY 2005,4,Christian,1,152
From: 18 Jan 2005,To: 18 Jan 2005,Azerbaijan,FY 2005,4,Unknown,3,152
From: 18 Jan 2005,To: 18 Jan 2005,Colombia,FY 2005,18,Catholic,14,152
From: 18 Jan 2005,To: 18 Jan 2005,Colombia,FY 2005,18,Christian,4,152
From: 18 Jan 2005,To: 18 Jan 2005,Laos,FY 2005,48,Ancestral Worship,48,152
From: 18 Jan 2005,To: 18 Jan 2005,Liberia,FY 2005,34,Baptist,3,152
From: 18 Jan 2005,To: 18 Jan 2005,Liberia,FY 2005,34,Catholic,2,152
From: 18 Jan 2005,To: 18 Jan 2005,Liberia,FY 2005,34,Christian,25,152
From: 18 Jan 2005,To: 18 Jan 2005,Liberia,FY 2005,34,Methodist,4,152
From: 18 Jan 2005,To: 18 Jan 2005,Russia,FY 2005,13,Baptist,1,152
From: 18 Jan 2005,To: 18 Jan 2005,Russia,FY 2005,13,Jewish,8,152
From: 18 Jan 2005,To: 18 Jan 2005,Russia,FY 2005,13,Pentecostalist,4,152
From: 18 Jan 2005,To: 18 Jan 2005,Ukraine,FY 2005,35,Baptist,7,152
From: 18 Jan 2005,To: 18 Jan 2005,Ukraine,FY 2005,35,Jewish,7,152
From: 18 Jan 2005,To: 18 Jan 2005,Ukraine,FY 2005,35,Pentecostalist,20,152
From: 18 Jan 2005,To: 18 Jan 2005,Ukraine,FY 2005,35,Seventh Day Adventist,1,152

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 18 Jan 2005,To: 18 Jan 2005,Ancestral Worship,FY 2005,48,Laos,48,152
From: 18 Jan 2005,To: 18 Jan 2005,Baptist,FY 2005,11,Liberia,3,152
From: 18 Jan 2005,To: 18 Jan 2005,Baptist,FY 2005,11,Russia,1,152
From: 18 Jan 2005,To: 18 Jan 2005,Baptist,FY 2005,11,Ukraine,7,152
From: 18 Jan 2005,To: 18 Jan 2005,Catholic,FY 2005,16,Colombia,14,152
From: 18 Jan 2005,To: 18 Jan 2005,Catholic,FY 2005,16,Liberia,2,152
From: 18 Jan 2005,To: 18 Jan 2005,Christian,FY 2005,30,Azerbaijan,1,152
From: 18 Jan 2005,To: 18 Jan 2005,Christian,FY 2005,30,Colombia,4,152
From: 18 Jan 2005,To: 18 Jan 2005,Christian,FY 2005,30,Liberia,25,152
From: 18 Jan 2005,To: 18 Jan 2005,Jewish,FY 2005,15,Russia,8,152
From: 18 Jan 2005,To: 18 Jan 2005,Jewish,FY 2005,15,Ukraine,7,152
From: 18 Jan 2005,To: 18 Jan 2005,Methodist,FY 2005,4,Liberia,4,152
From: 18 Jan 2005,To: 18 Jan 2005,Pentecostalist,FY 2005,24,Russia,4,152
From: 18 Jan 2005,To: 18 Jan 2005,Pentecostalist,FY 2005,24,Ukraine,20,152
From: 18 Jan 2005,To: 18 Jan 2005,Seventh Day Adventist,FY 2005,1,Ukraine,1,152
From: 18 Jan 2005,To: 18 Jan 2005,Unknown,FY 2005,3,Azerbaijan,3,152

