textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 11 Sep 2007,To: 11 Sep 2007,Burma,FY 2007,380,Baptist,2,784
From: 11 Sep 2007,To: 11 Sep 2007,Burma,FY 2007,380,Buddhist,57,784
From: 11 Sep 2007,To: 11 Sep 2007,Burma,FY 2007,380,Catholic,2,784
From: 11 Sep 2007,To: 11 Sep 2007,Burma,FY 2007,380,Christian,246,784
From: 11 Sep 2007,To: 11 Sep 2007,Burma,FY 2007,380,Moslem,73,784
From: 11 Sep 2007,To: 11 Sep 2007,Burundi,FY 2007,35,Catholic,13,784
From: 11 Sep 2007,To: 11 Sep 2007,Burundi,FY 2007,35,Methodist,6,784
From: 11 Sep 2007,To: 11 Sep 2007,Burundi,FY 2007,35,Pentecostalist,16,784
From: 11 Sep 2007,To: 11 Sep 2007,Cuba,FY 2007,1,Catholic,1,784
From: 11 Sep 2007,To: 11 Sep 2007,Dem. Rep. Congo,FY 2007,6,Christian,5,784
From: 11 Sep 2007,To: 11 Sep 2007,Dem. Rep. Congo,FY 2007,6,Protestant,1,784
From: 11 Sep 2007,To: 11 Sep 2007,Eritrea,FY 2007,17,Catholic,4,784
From: 11 Sep 2007,To: 11 Sep 2007,Eritrea,FY 2007,17,Christian,7,784
From: 11 Sep 2007,To: 11 Sep 2007,Eritrea,FY 2007,17,Jehovah Witness,3,784
From: 11 Sep 2007,To: 11 Sep 2007,Eritrea,FY 2007,17,Orthodox,2,784
From: 11 Sep 2007,To: 11 Sep 2007,Eritrea,FY 2007,17,Protestant,1,784
From: 11 Sep 2007,To: 11 Sep 2007,Ethiopia,FY 2007,12,Moslem,2,784
From: 11 Sep 2007,To: 11 Sep 2007,Ethiopia,FY 2007,12,Protestant,10,784
From: 11 Sep 2007,To: 11 Sep 2007,Iran,FY 2007,106,Bahai,7,784
From: 11 Sep 2007,To: 11 Sep 2007,Iran,FY 2007,106,Christian,85,784
From: 11 Sep 2007,To: 11 Sep 2007,Iran,FY 2007,106,Evangelical Christian,2,784
From: 11 Sep 2007,To: 11 Sep 2007,Iran,FY 2007,106,Sabeans-Mandean,12,784
From: 11 Sep 2007,To: 11 Sep 2007,Iraq,FY 2007,24,Catholic,11,784
From: 11 Sep 2007,To: 11 Sep 2007,Iraq,FY 2007,24,Christian,1,784
From: 11 Sep 2007,To: 11 Sep 2007,Iraq,FY 2007,24,Moslem Shiite,4,784
From: 11 Sep 2007,To: 11 Sep 2007,Iraq,FY 2007,24,Moslem Suni,8,784
From: 11 Sep 2007,To: 11 Sep 2007,Ivory Coast,FY 2007,1,Christian,1,784
From: 11 Sep 2007,To: 11 Sep 2007,Kazakhstan,FY 2007,1,Pentecostalist,1,784
From: 11 Sep 2007,To: 11 Sep 2007,Liberia,FY 2007,8,Christian,7,784
From: 11 Sep 2007,To: 11 Sep 2007,Liberia,FY 2007,8,Moslem,1,784
From: 11 Sep 2007,To: 11 Sep 2007,Somalia,FY 2007,134,Moslem,134,784
From: 11 Sep 2007,To: 11 Sep 2007,Ukraine,FY 2007,29,Baptist,18,784
From: 11 Sep 2007,To: 11 Sep 2007,Ukraine,FY 2007,29,Jewish,1,784
From: 11 Sep 2007,To: 11 Sep 2007,Ukraine,FY 2007,29,Other Religion,1,784
From: 11 Sep 2007,To: 11 Sep 2007,Ukraine,FY 2007,29,Pentecostalist,7,784
From: 11 Sep 2007,To: 11 Sep 2007,Ukraine,FY 2007,29,Seventh Day Adventist,2,784
From: 11 Sep 2007,To: 11 Sep 2007,Vietnam,FY 2007,30,Ancestral Worship,8,784
From: 11 Sep 2007,To: 11 Sep 2007,Vietnam,FY 2007,30,Buddhist,13,784
From: 11 Sep 2007,To: 11 Sep 2007,Vietnam,FY 2007,30,Catholic,4,784
From: 11 Sep 2007,To: 11 Sep 2007,Vietnam,FY 2007,30,No Religion,4,784
From: 11 Sep 2007,To: 11 Sep 2007,Vietnam,FY 2007,30,Unknown,1,784

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
