textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 12 Jul 2002,To: 12 Jul 2002,Bosnia and Herzegovina,FY 2002,4,No Religion,4,160
From: 12 Jul 2002,To: 12 Jul 2002,Croatia,FY 2002,2,No Religion,2,160
From: 12 Jul 2002,To: 12 Jul 2002,Liberia,FY 2002,5,Christian,3,160
From: 12 Jul 2002,To: 12 Jul 2002,Liberia,FY 2002,5,Moslem,2,160
From: 12 Jul 2002,To: 12 Jul 2002,Moldova,FY 2002,21,Baptist,6,160
From: 12 Jul 2002,To: 12 Jul 2002,Moldova,FY 2002,21,Pentecostalist,15,160
From: 12 Jul 2002,To: 12 Jul 2002,Serbia,FY 2002,29,No Religion,8,160
From: 12 Jul 2002,To: 12 Jul 2002,Serbia,FY 2002,29,Orthodox,21,160
From: 12 Jul 2002,To: 12 Jul 2002,Sierra Leone,FY 2002,9,Christian,5,160
From: 12 Jul 2002,To: 12 Jul 2002,Sierra Leone,FY 2002,9,Moslem,4,160
From: 12 Jul 2002,To: 12 Jul 2002,Ukraine,FY 2002,57,Atheist,3,160
From: 12 Jul 2002,To: 12 Jul 2002,Ukraine,FY 2002,57,Baptist,8,160
From: 12 Jul 2002,To: 12 Jul 2002,Ukraine,FY 2002,57,Evangelical Christian,3,160
From: 12 Jul 2002,To: 12 Jul 2002,Ukraine,FY 2002,57,Pentecostalist,41,160
From: 12 Jul 2002,To: 12 Jul 2002,Ukraine,FY 2002,57,Uniate,2,160
From: 12 Jul 2002,To: 12 Jul 2002,Vietnam,FY 2002,33,Unknown,33,160

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 12 Jul 2002,To: 12 Jul 2002,Atheist,FY 2002,3,Ukraine,3,160
From: 12 Jul 2002,To: 12 Jul 2002,Baptist,FY 2002,14,Moldova,6,160
From: 12 Jul 2002,To: 12 Jul 2002,Baptist,FY 2002,14,Ukraine,8,160
From: 12 Jul 2002,To: 12 Jul 2002,Christian,FY 2002,8,Liberia,3,160
From: 12 Jul 2002,To: 12 Jul 2002,Christian,FY 2002,8,Sierra Leone,5,160
From: 12 Jul 2002,To: 12 Jul 2002,Evangelical Christian,FY 2002,3,Ukraine,3,160
From: 12 Jul 2002,To: 12 Jul 2002,Moslem,FY 2002,6,Liberia,2,160
From: 12 Jul 2002,To: 12 Jul 2002,Moslem,FY 2002,6,Sierra Leone,4,160
From: 12 Jul 2002,To: 12 Jul 2002,No Religion,FY 2002,14,Bosnia and Herzegovina,4,160
From: 12 Jul 2002,To: 12 Jul 2002,No Religion,FY 2002,14,Croatia,2,160
From: 12 Jul 2002,To: 12 Jul 2002,No Religion,FY 2002,14,Serbia,8,160
From: 12 Jul 2002,To: 12 Jul 2002,Orthodox,FY 2002,21,Serbia,21,160
From: 12 Jul 2002,To: 12 Jul 2002,Pentecostalist,FY 2002,56,Moldova,15,160
From: 12 Jul 2002,To: 12 Jul 2002,Pentecostalist,FY 2002,56,Ukraine,41,160
From: 12 Jul 2002,To: 12 Jul 2002,Uniate,FY 2002,2,Ukraine,2,160
From: 12 Jul 2002,To: 12 Jul 2002,Unknown,FY 2002,33,Vietnam,33,160

