textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 04 Jan 2002,To: 04 Jan 2002,Azerbaijan,FY 2002,1,Unknown,1,32
From: 04 Jan 2002,To: 04 Jan 2002,Belarus,FY 2002,4,Pentecostalist,4,32
From: 04 Jan 2002,To: 04 Jan 2002,Bosnia and Herzegovina,FY 2002,1,Unknown,1,32
From: 04 Jan 2002,To: 04 Jan 2002,Chad,FY 2002,1,Unknown,1,32
From: 04 Jan 2002,To: 04 Jan 2002,Kazakhstan,FY 2002,2,Jehovah Witness,2,32
From: 04 Jan 2002,To: 04 Jan 2002,Russia,FY 2002,19,Baptist,7,32
From: 04 Jan 2002,To: 04 Jan 2002,Russia,FY 2002,19,Evangelical Christian,9,32
From: 04 Jan 2002,To: 04 Jan 2002,Russia,FY 2002,19,No Religion,3,32
From: 04 Jan 2002,To: 04 Jan 2002,Ukraine,FY 2002,4,Pentecostalist,4,32

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 04 Jan 2002,To: 04 Jan 2002,Baptist,FY 2002,7,Russia,7,32
From: 04 Jan 2002,To: 04 Jan 2002,Evangelical Christian,FY 2002,9,Russia,9,32
From: 04 Jan 2002,To: 04 Jan 2002,Jehovah Witness,FY 2002,2,Kazakhstan,2,32
From: 04 Jan 2002,To: 04 Jan 2002,No Religion,FY 2002,3,Russia,3,32
From: 04 Jan 2002,To: 04 Jan 2002,Pentecostalist,FY 2002,8,Belarus,4,32
From: 04 Jan 2002,To: 04 Jan 2002,Pentecostalist,FY 2002,8,Ukraine,4,32
From: 04 Jan 2002,To: 04 Jan 2002,Unknown,FY 2002,3,Azerbaijan,1,32
From: 04 Jan 2002,To: 04 Jan 2002,Unknown,FY 2002,3,Bosnia and Herzegovina,1,32
From: 04 Jan 2002,To: 04 Jan 2002,Unknown,FY 2002,3,Chad,1,32

