textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 17 Nov 2006,To: 17 Nov 2006,Belarus,FY 2007,20,Baptist,1,50
From: 17 Nov 2006,To: 17 Nov 2006,Belarus,FY 2007,20,Orthodox,1,50
From: 17 Nov 2006,To: 17 Nov 2006,Belarus,FY 2007,20,Pentecostalist,18,50
From: 17 Nov 2006,To: 17 Nov 2006,Iran,FY 2007,30,Christian,30,50

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 17 Nov 2006,To: 17 Nov 2006,Baptist,FY 2007,1,Belarus,1,50
From: 17 Nov 2006,To: 17 Nov 2006,Christian,FY 2007,30,Iran,30,50
From: 17 Nov 2006,To: 17 Nov 2006,Orthodox,FY 2007,1,Belarus,1,50
From: 17 Nov 2006,To: 17 Nov 2006,Pentecostalist,FY 2007,18,Belarus,18,50

