textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 27 May 2005,To: 27 May 2005,Laos,FY 2005,20,Ancestral Worship,20,64
From: 27 May 2005,To: 27 May 2005,Liberia,FY 2005,12,Baptist,7,64
From: 27 May 2005,To: 27 May 2005,Liberia,FY 2005,12,Christian,5,64
From: 27 May 2005,To: 27 May 2005,Russia,FY 2005,32,Moslem,32,64

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 27 May 2005,To: 27 May 2005,Ancestral Worship,FY 2005,20,Laos,20,64
From: 27 May 2005,To: 27 May 2005,Baptist,FY 2005,7,Liberia,7,64
From: 27 May 2005,To: 27 May 2005,Christian,FY 2005,5,Liberia,5,64
From: 27 May 2005,To: 27 May 2005,Moslem,FY 2005,32,Russia,32,64

