textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 17 Sep 2003,To: 17 Sep 2003,Burma,FY 2003,1,Buddhist,1,220
From: 17 Sep 2003,To: 17 Sep 2003,Cuba,FY 2003,30,Catholic,9,220
From: 17 Sep 2003,To: 17 Sep 2003,Cuba,FY 2003,30,Evangelical Christian,5,220
From: 17 Sep 2003,To: 17 Sep 2003,Cuba,FY 2003,30,Jehovah Witness,4,220
From: 17 Sep 2003,To: 17 Sep 2003,Cuba,FY 2003,30,No Religion,12,220
From: 17 Sep 2003,To: 17 Sep 2003,Ethiopia,FY 2003,20,Christian,3,220
From: 17 Sep 2003,To: 17 Sep 2003,Ethiopia,FY 2003,20,Moslem,7,220
From: 17 Sep 2003,To: 17 Sep 2003,Ethiopia,FY 2003,20,Orthodox,10,220
From: 17 Sep 2003,To: 17 Sep 2003,Iraq,FY 2003,3,Moslem,3,220
From: 17 Sep 2003,To: 17 Sep 2003,Kazakhstan,FY 2003,2,Pentecostalist,2,220
From: 17 Sep 2003,To: 17 Sep 2003,Liberia,FY 2003,49,Christian,42,220
From: 17 Sep 2003,To: 17 Sep 2003,Liberia,FY 2003,49,Moslem,7,220
From: 17 Sep 2003,To: 17 Sep 2003,Russia,FY 2003,21,Baptist,4,220
From: 17 Sep 2003,To: 17 Sep 2003,Russia,FY 2003,21,Christian,3,220
From: 17 Sep 2003,To: 17 Sep 2003,Russia,FY 2003,21,Jewish,1,220
From: 17 Sep 2003,To: 17 Sep 2003,Russia,FY 2003,21,Pentecostalist,12,220
From: 17 Sep 2003,To: 17 Sep 2003,Russia,FY 2003,21,Unknown,1,220
From: 17 Sep 2003,To: 17 Sep 2003,Sierra Leone,FY 2003,20,Catholic,2,220
From: 17 Sep 2003,To: 17 Sep 2003,Sierra Leone,FY 2003,20,Christian,3,220
From: 17 Sep 2003,To: 17 Sep 2003,Sierra Leone,FY 2003,20,Methodist,5,220
From: 17 Sep 2003,To: 17 Sep 2003,Sierra Leone,FY 2003,20,Moslem,6,220
From: 17 Sep 2003,To: 17 Sep 2003,Sierra Leone,FY 2003,20,Pentecostalist,4,220
From: 17 Sep 2003,To: 17 Sep 2003,Somalia,FY 2003,17,Moslem,17,220
From: 17 Sep 2003,To: 17 Sep 2003,Sudan,FY 2003,15,Christian,14,220
From: 17 Sep 2003,To: 17 Sep 2003,Sudan,FY 2003,15,Moslem,1,220
From: 17 Sep 2003,To: 17 Sep 2003,Ukraine,FY 2003,42,Baptist,12,220
From: 17 Sep 2003,To: 17 Sep 2003,Ukraine,FY 2003,42,Catholic,2,220
From: 17 Sep 2003,To: 17 Sep 2003,Ukraine,FY 2003,42,Pentecostalist,28,220

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 17 Sep 2003,To: 17 Sep 2003,Baptist,FY 2003,16,Russia,4,220
From: 17 Sep 2003,To: 17 Sep 2003,Baptist,FY 2003,16,Ukraine,12,220
From: 17 Sep 2003,To: 17 Sep 2003,Buddhist,FY 2003,1,Burma,1,220
From: 17 Sep 2003,To: 17 Sep 2003,Catholic,FY 2003,13,Cuba,9,220
From: 17 Sep 2003,To: 17 Sep 2003,Catholic,FY 2003,13,Sierra Leone,2,220
From: 17 Sep 2003,To: 17 Sep 2003,Catholic,FY 2003,13,Ukraine,2,220
From: 17 Sep 2003,To: 17 Sep 2003,Christian,FY 2003,65,Ethiopia,3,220
From: 17 Sep 2003,To: 17 Sep 2003,Christian,FY 2003,65,Liberia,42,220
From: 17 Sep 2003,To: 17 Sep 2003,Christian,FY 2003,65,Russia,3,220
From: 17 Sep 2003,To: 17 Sep 2003,Christian,FY 2003,65,Sierra Leone,3,220
From: 17 Sep 2003,To: 17 Sep 2003,Christian,FY 2003,65,Sudan,14,220
From: 17 Sep 2003,To: 17 Sep 2003,Evangelical Christian,FY 2003,5,Cuba,5,220
From: 17 Sep 2003,To: 17 Sep 2003,Jehovah Witness,FY 2003,4,Cuba,4,220
From: 17 Sep 2003,To: 17 Sep 2003,Jewish,FY 2003,1,Russia,1,220
From: 17 Sep 2003,To: 17 Sep 2003,Methodist,FY 2003,5,Sierra Leone,5,220
From: 17 Sep 2003,To: 17 Sep 2003,Moslem,FY 2003,41,Ethiopia,7,220
From: 17 Sep 2003,To: 17 Sep 2003,Moslem,FY 2003,41,Iraq,3,220
From: 17 Sep 2003,To: 17 Sep 2003,Moslem,FY 2003,41,Liberia,7,220
From: 17 Sep 2003,To: 17 Sep 2003,Moslem,FY 2003,41,Sierra Leone,6,220
From: 17 Sep 2003,To: 17 Sep 2003,Moslem,FY 2003,41,Somalia,17,220
From: 17 Sep 2003,To: 17 Sep 2003,Moslem,FY 2003,41,Sudan,1,220
From: 17 Sep 2003,To: 17 Sep 2003,No Religion,FY 2003,12,Cuba,12,220
From: 17 Sep 2003,To: 17 Sep 2003,Orthodox,FY 2003,10,Ethiopia,10,220
