textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 23 Jul 2007,To: 23 Jul 2007,Afghanistan,FY 2007,1,Christian,1,218
From: 23 Jul 2007,To: 23 Jul 2007,Burma,FY 2007,62,Buddhist,1,218
From: 23 Jul 2007,To: 23 Jul 2007,Burma,FY 2007,62,Christian,61,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Baptist,1,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Catholic,34,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Christian,6,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Evangelical Christian,4,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Jehovah Witness,6,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Methodist,6,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Moslem,5,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Pentecostalist,7,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Protestant,17,218
From: 23 Jul 2007,To: 23 Jul 2007,Burundi,FY 2007,100,Seventh Day Adventist,14,218
From: 23 Jul 2007,To: 23 Jul 2007,Iran,FY 2007,51,Bahai,3,218
From: 23 Jul 2007,To: 23 Jul 2007,Iran,FY 2007,51,Christian,23,218
From: 23 Jul 2007,To: 23 Jul 2007,Iran,FY 2007,51,Jewish,6,218
From: 23 Jul 2007,To: 23 Jul 2007,Iran,FY 2007,51,Sabeans-Mandean,12,218
From: 23 Jul 2007,To: 23 Jul 2007,Iran,FY 2007,51,Zoroastrian,7,218
From: 23 Jul 2007,To: 23 Jul 2007,Russia,FY 2007,4,Jewish,4,218

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 23 Jul 2007,To: 23 Jul 2007,Bahai,FY 2007,3,Iran,3,218
From: 23 Jul 2007,To: 23 Jul 2007,Baptist,FY 2007,1,Burundi,1,218
From: 23 Jul 2007,To: 23 Jul 2007,Buddhist,FY 2007,1,Burma,1,218
From: 23 Jul 2007,To: 23 Jul 2007,Catholic,FY 2007,34,Burundi,34,218
From: 23 Jul 2007,To: 23 Jul 2007,Christian,FY 2007,91,Afghanistan,1,218
From: 23 Jul 2007,To: 23 Jul 2007,Christian,FY 2007,91,Burma,61,218
From: 23 Jul 2007,To: 23 Jul 2007,Christian,FY 2007,91,Burundi,6,218
From: 23 Jul 2007,To: 23 Jul 2007,Christian,FY 2007,91,Iran,23,218
From: 23 Jul 2007,To: 23 Jul 2007,Evangelical Christian,FY 2007,4,Burundi,4,218
From: 23 Jul 2007,To: 23 Jul 2007,Jehovah Witness,FY 2007,6,Burundi,6,218
From: 23 Jul 2007,To: 23 Jul 2007,Jewish,FY 2007,10,Iran,6,218
From: 23 Jul 2007,To: 23 Jul 2007,Jewish,FY 2007,10,Russia,4,218
From: 23 Jul 2007,To: 23 Jul 2007,Methodist,FY 2007,6,Burundi,6,218
From: 23 Jul 2007,To: 23 Jul 2007,Moslem,FY 2007,5,Burundi,5,218
From: 23 Jul 2007,To: 23 Jul 2007,Pentecostalist,FY 2007,7,Burundi,7,218
From: 23 Jul 2007,To: 23 Jul 2007,Protestant,FY 2007,17,Burundi,17,218
From: 23 Jul 2007,To: 23 Jul 2007,Sabeans-Mandean,FY 2007,12,Iran,12,218
From: 23 Jul 2007,To: 23 Jul 2007,Seventh Day Adventist,FY 2007,14,Burundi,14,218
From: 23 Jul 2007,To: 23 Jul 2007,Zoroastrian,FY 2007,7,Iran,7,218

