textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 12 Feb 2003,To: 12 Feb 2003,Afghanistan,FY 2003,24,Moslem,9,107
From: 12 Feb 2003,To: 12 Feb 2003,Afghanistan,FY 2003,24,Moslem Shiite,6,107
From: 12 Feb 2003,To: 12 Feb 2003,Afghanistan,FY 2003,24,Moslem Suni,9,107
From: 12 Feb 2003,To: 12 Feb 2003,Belarus,FY 2003,29,Baptist,7,107
From: 12 Feb 2003,To: 12 Feb 2003,Belarus,FY 2003,29,Jewish,4,107
From: 12 Feb 2003,To: 12 Feb 2003,Belarus,FY 2003,29,Pentecostalist,16,107
From: 12 Feb 2003,To: 12 Feb 2003,Belarus,FY 2003,29,Unknown,2,107
From: 12 Feb 2003,To: 12 Feb 2003,Congo,FY 2003,8,Protestant,7,107
From: 12 Feb 2003,To: 12 Feb 2003,Congo,FY 2003,8,Unknown,1,107
From: 12 Feb 2003,To: 12 Feb 2003,Dem. Rep. Congo,FY 2003,8,Catholic,1,107
From: 12 Feb 2003,To: 12 Feb 2003,Dem. Rep. Congo,FY 2003,8,Protestant,7,107
From: 12 Feb 2003,To: 12 Feb 2003,Moldova,FY 2003,13,No Religion,3,107
From: 12 Feb 2003,To: 12 Feb 2003,Moldova,FY 2003,13,Pentecostalist,10,107
From: 12 Feb 2003,To: 12 Feb 2003,Vietnam,FY 2003,25,Unknown,25,107

Textbox134,Textbox135,nat_definition4,region_name_3,textbox37,relig_definition2,Cases3,Cases4
From: 12 Feb 2003,To: 12 Feb 2003,Baptist,FY 2003,7,Belarus,7,107
From: 12 Feb 2003,To: 12 Feb 2003,Catholic,FY 2003,1,Dem. Rep. Congo,1,107
From: 12 Feb 2003,To: 12 Feb 2003,Jewish,FY 2003,4,Belarus,4,107
From: 12 Feb 2003,To: 12 Feb 2003,Moslem,FY 2003,9,Afghanistan,9,107
From: 12 Feb 2003,To: 12 Feb 2003,Moslem Shiite,FY 2003,6,Afghanistan,6,107
From: 12 Feb 2003,To: 12 Feb 2003,Moslem Suni,FY 2003,9,Afghanistan,9,107
From: 12 Feb 2003,To: 12 Feb 2003,No Religion,FY 2003,3,Moldova,3,107
From: 12 Feb 2003,To: 12 Feb 2003,Pentecostalist,FY 2003,26,Belarus,16,107
From: 12 Feb 2003,To: 12 Feb 2003,Pentecostalist,FY 2003,26,Moldova,10,107
From: 12 Feb 2003,To: 12 Feb 2003,Protestant,FY 2003,14,Congo,7,107
From: 12 Feb 2003,To: 12 Feb 2003,Protestant,FY 2003,14,Dem. Rep. Congo,7,107
From: 12 Feb 2003,To: 12 Feb 2003,Unknown,FY 2003,28,Belarus,2,107
From: 12 Feb 2003,To: 12 Feb 2003,Unknown,FY 2003,28,Congo,1,107
From: 12 Feb 2003,To: 12 Feb 2003,Unknown,FY 2003,28,Vietnam,25,107

